capital,university,venture,enterprise,accelerator,procurement_before,timedelta,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
23000.0,0.0,1.0,1.0,0.0,37330.0,0.0,0.0,0,0,1,0,0,0
150000.0,1.0,0.0,1.0,1.0,100.0,378.0,0.0,0,0,0,0,1,0
89000.0,0.0,0.0,0.0,0.0,67994.0,0.0,39990.0,0,0,0,1,0,0
92000.0,1.0,0.0,0.0,1.0,59160.0,606.0,5000.0,0,0,0,0,1,0
60000.0,0.0,0.0,1.0,0.0,9000.0,0.0,0.0,0,0,0,0,1,0
378000.0,0.0,0.0,1.0,0.0,99500.0,0.0,0.0,0,1,0,0,0,0
58000.0,0.0,0.0,0.0,0.0,10000.0,0.0,96000.0,0,0,0,0,0,1
98000.0,0.0,0.0,1.0,0.0,26982.0,0.0,82974.0,0,0,0,0,0,1
154000.0,1.0,0.0,0.0,0.0,217000.0,0.0,0.0,1,0,0,0,0,0
14000.0,0.0,0.0,0.0,1.0,0.0,632.0,0.0,0,0,0,0,0,1
468000.0,0.0,1.0,1.0,0.0,250866.0,0.0,685000.0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0,0,0,0,0,1
117000.0,0.0,0.0,0.0,1.0,1000.0,338.0,10000.0,0,0,0,0,1,0
8000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
23000.0,0.0,1.0,0.0,1.0,0.0,218.0,0.0,0,0,0,0,0,1
235000.0,0.0,0.0,1.0,1.0,0.0,126.0,70000.0,0,0,0,0,0,1
1280000.0,0.0,1.0,0.0,0.0,402999.0,0.0,399996.0,0,0,0,1,0,0
60000.0,1.0,1.0,0.0,0.0,38000.0,0.0,77580.0,1,0,0,0,0,0
2000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,1,0,0,0,0,0
166000.0,0.0,0.0,0.0,0.0,1000.0,0.0,40280.0,0,0,0,1,0,0
91000.0,0.0,0.0,1.0,0.0,11600.0,0.0,1050.0,0,0,0,1,0,0
200000.0,0.0,0.0,0.0,0.0,127453.0,0.0,0.0,0,0,0,0,1,0
102000.0,0.0,0.0,1.0,0.0,582500.0,0.0,0.0,1,0,0,0,0,0
100000.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,1,0,0,0,0,0
150000.0,0.0,1.0,0.0,0.0,300008.0,0.0,0.0,0,0,0,0,1,0
30000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
30000.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
100000.0,0.0,0.0,1.0,0.0,22150.0,0.0,80000.0,0,0,0,1,0,0
5000.0,0.0,0.0,1.0,1.0,5000.0,243.0,0.0,0,0,0,0,0,1
33000.0,0.0,0.0,0.0,0.0,33060.0,0.0,0.0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
10000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1000.0,0.0,0.0,1.0,0.0,0.0,0.0,2328.0,0,0,0,0,0,1
100000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
38000.0,0.0,0.0,0.0,0.0,1000.0,0.0,22300.0,0,0,0,0,0,1
63000.0,0.0,0.0,1.0,0.0,3000.0,0.0,0.0,0,0,0,0,1,0
20000.0,0.0,0.0,1.0,1.0,5000.0,730.0,0.0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
10000.0,0.0,1.0,1.0,0.0,5000.0,0.0,0.0,0,0,0,0,1,0
13000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
61000.0,0.0,1.0,0.0,0.0,9900.0,0.0,102000.0,0,0,0,0,1,0
27000.0,1.0,0.0,0.0,0.0,0.0,0.0,24650.0,0,0,0,1,0,0
18000.0,0.0,0.0,1.0,1.0,0.0,912.0,0.0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
37000.0,0.0,0.0,1.0,0.0,7000.0,0.0,30000.0,0,0,0,0,0,1
25000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
23000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,1.0,263200.0,1208.0,0.0,0,0,0,0,0,1
16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
52000.0,0.0,0.0,1.0,0.0,0.0,0.0,99992.0,0,0,0,0,1,0
2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
58000.0,0.0,1.0,0.0,0.0,0.0,0.0,29400.0,0,0,0,0,1,0
23000.0,0.0,1.0,0.0,0.0,3000.0,0.0,32400.0,0,0,0,0,1,0
75000.0,0.0,0.0,0.0,0.0,30035.0,0.0,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
90000.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0,0,0,0,0,1
155000.0,1.0,0.0,0.0,0.0,0.0,0.0,50000.0,1,0,0,0,0,0
58000.0,0.0,1.0,0.0,0.0,11162.0,0.0,50100.0,0,0,0,1,0,0
100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
6000.0,0.0,0.0,0.0,1.0,1000.0,534.0,0.0,0,0,0,0,1,0
45000.0,0.0,1.0,0.0,1.0,0.0,768.0,30000.0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
29000.0,0.0,0.0,1.0,0.0,1200.0,0.0,29610.0,0,0,0,0,1,0
7000.0,0.0,1.0,1.0,1.0,0.0,640.0,28000.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,20000.0,0.0,0.0,0,0,0,0,1,0
94000.0,0.0,0.0,0.0,1.0,5000.0,596.0,25000.0,0,0,0,1,0,0
202000.0,0.0,1.0,0.0,0.0,75000.0,0.0,40690.0,0,0,0,0,0,1
29000.0,0.0,0.0,1.0,1.0,6000.0,545.0,45470.0,0,1,0,0,0,0
