capital,university,venture,enterprise,accelerator,procurement_before,timedelta,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service,lgbm_pred,nn_pred
15000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.14516349335467577,0.5052591
20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.35208086292706064,0.48373616
5000.0,1.0,0.0,0.0,0.0,5000.0,,0.0,1,0,0,0,0,0,0.13893528864609947,0.5189227
3000.0,0.0,0.0,0.0,0.0,3000.0,,0.0,0,0,0,0,1,0,0.5588217542294722,0.5398864
2000.0,0.0,0.0,1.0,0.0,2086.0,,0.0,0,0,0,0,0,1,0.563612979105359,0.5488775
25000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.8039251348706066,0.4622411
61000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.16384561952333332,0.31619012
35000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.6170944426753264,0.53133345
4000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.43658756295119605,0.55242974
3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.21048895680873597,0.5566898
50000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.10852455283154278,0.3585251
9000.0,0.0,0.0,0.0,0.0,9000.0,,0.0,0,0,0,0,0,1,0.09734588878170083,0.47693658
688000.0,0.0,0.0,0.0,0.0,1334000.0,,1175999.0,0,0,0,1,0,0,0.27851705084712614,2.624375e-32
5000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.08966093056075303,0.54819244
3000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.6982041594123976,0.55669737
24000.0,0.0,0.0,0.0,0.0,2000.0,,0.0,0,0,0,0,0,1,0.3794729175338379,0.55742925
1000.0,0.0,0.0,1.0,0.0,1000.0,,150000.0,0,0,0,0,0,1,0.4991538499744042,0.5607459
30000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.48715070456562476,0.4409448
2000.0,0.0,0.0,0.0,1.0,0.0,1004.0,0.0,0,0,0,0,1,0,0.730954883942631,0.559278
1000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.730691195800593,0.5595419
9000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.21144526435713007,0.53105026
30000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.19560909812163327,0.44095373
30000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.25963578473639765,0.44092643
20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,1,0,0,0,0,0.35208086292706064,0.48373625
40000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,1,0,0,0,0,0.7372236930563892,0.39901784
5000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.18180735084785682,0.5481965
35000.0,0.0,1.0,0.0,0.0,59450.0,,42100.0,0,0,0,0,1,0,0.3048771861925326,0.054426163
24000.0,0.0,0.0,0.0,0.0,7000.0,,16500.0,0,1,0,0,0,0,0.42103164637840435,0.479994
31000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.5771974444660782,0.43667626
10000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.46839468462055495,0.5267397
30000.0,1.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.5522562001558282,0.4409174
5000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.366548881139613,0.54816246
11000.0,0.0,0.0,0.0,1.0,0.0,913.0,0.0,0,0,0,1,0,0,0.2072828722753209,0.52247244
5000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.366548881139613,0.54816246
500.0,0.0,0.0,1.0,0.0,500.0,,0.0,0,0,0,0,1,0,0.8197303219638643,0.5649428
5000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.18180735084785682,0.5481965
10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.10767415419230736,0.52675164
20000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.7119017858067404,0.48370373
5000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.18180735084785682,0.5481965
30000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.25963578473639765,0.44092646
100000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.36282725382586506,0.19126421
13000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,0,0,0,0,1,0.33524061404109035,0.56096506
2000.0,0.0,0.0,1.0,1.0,0.0,394.0,0.0,0,0,0,0,1,0,0.8644254194762193,0.559272
30000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.5522562001558282,0.44091752
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,0,0,0,1,0,0,0.43951955559965006,0.56076384
500.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.6372242284279818,0.55968297
2000.0,0.0,0.0,1.0,1.0,0.0,316.0,0.0,0,0,0,0,1,0,0.8644254194762193,0.559272
41000.0,0.0,0.0,1.0,1.0,0.0,588.0,0.0,0,0,0,0,1,0,0.8118807652360167,0.39486843
5000.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0,0,0,0,0,0.06787986946132717,0.5481855
5000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.4125429854793541,0.5481663
10000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.46839468462055495,0.5267397
3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.21048895680873597,0.5566898
4000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.21285200776632138,0.5524387
5000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.08966093056075303,0.54819244
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,1,0,0,0.5359813155577116,0.5189231
5000.0,0.0,0.0,0.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.13893528864609947,0.5189191
2000.0,0.0,1.0,0.0,0.0,2000.0,,0.0,0,0,0,0,1,0,0.8474088958795414,0.55033016
3000.0,0.0,1.0,0.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.48768039351177606,0.53990155
20000.0,0.0,1.0,0.0,0.0,20000.0,,0.0,0,0,0,0,1,0,0.3448362969055028,0.36486706
120000.0,0.0,0.0,1.0,0.0,120000.0,,0.0,0,1,0,0,0,0,0.43364692372832025,0.008547097
9000.0,0.0,0.0,0.0,0.0,9000.0,,0.0,0,1,0,0,0,0,0.09734588878170083,0.47693717
23000.0,0.0,0.0,1.0,0.0,23000.0,,0.0,0,0,0,0,0,1,0.33563489545370706,0.33621478
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,1,0,0,0.5359813155577116,0.5189231
9550.0,0.0,0.0,1.0,0.0,9550.0,,0.0,0,0,0,0,0,1,0.4115347767132695,0.47118336
3000.0,0.0,0.0,0.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.2680103373527028,0.5399003
2050.0,0.0,1.0,0.0,0.0,2050.0,,0.0,0,0,0,0,1,0,0.6572902280347857,0.54980904
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,1,0,0.5752854309822358,0.51891005
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,0,0,0,0,0,1,0.43951955559965006,0.56076294
12000.0,0.0,0.0,1.0,0.0,12000.0,,0.0,0,1,0,0,0,0,0.1658870551459373,0.44564652
1440.0,0.0,0.0,0.0,0.0,1440.0,,0.0,0,0,0,0,1,0,0.6640300705749923,0.5561634
12000.0,0.0,0.0,1.0,0.0,212000.0,,0.0,0,0,0,1,0,0,0.33963704082092133,2.1189578e-07
4000.0,0.0,0.0,0.0,0.0,4000.0,,0.0,0,0,0,0,0,1,0.12210844788861913,0.52942276
3000.0,0.0,0.0,0.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.2680103373527028,0.5399003
5000.0,0.0,0.0,0.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.13893528864609947,0.5189191
7000.0,0.0,0.0,0.0,0.0,7000.0,,0.0,0,0,0,0,1,0,0.21111560434925294,0.49790305
1000.0,0.0,1.0,0.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.8084358781155331,0.5607562
100.0,0.0,0.0,0.0,0.0,210600.0,,270000.0,0,0,0,1,0,0,0.6624185706052345,8.5036265e-07
2000.0,0.0,0.0,0.0,0.0,2000.0,,0.0,0,0,0,0,0,1,0.45866389323527007,0.5503428
3000.0,0.0,1.0,0.0,0.0,3000.0,,2000.0,0,0,0,0,1,0,0.7635955163676568,0.53988767
1000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.689265438197354,0.5607321
1000.0,0.0,1.0,0.0,0.0,1000.0,,0.0,0,0,0,0,0,1,0.6826961399286381,0.5607698
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,0,0,0,0,0,1,0.43951955559965006,0.56076294
3000.0,0.0,0.0,0.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.2680103373527028,0.5399003
500.0,0.0,1.0,0.0,0.0,31000.0,,0.0,0,0,0,0,1,0,0.9278660541503321,0.13454917
8000.0,0.0,1.0,0.0,0.0,8000.0,,0.0,0,0,0,0,0,1,0.13503716615838143,0.48742208
3600.0,0.0,0.0,0.0,0.0,3600.0,,0.0,0,0,0,0,1,0,0.2627142734365378,0.5336035
3000.0,0.0,0.0,1.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.5357207202893571,0.5399052
100.0,0.0,0.0,1.0,1.0,100.0,157.0,0.0,1,0,0,0,0,0,0.7394390358228702,0.56054395
10000.0,0.0,0.0,0.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.2549390369173084,0.46645832
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.610619422084379,0.5607493
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.5359813155577116,0.518924
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.5359813155577116,0.518924
500.0,0.0,0.0,1.0,0.0,500.0,,0.0,1,0,0,0,0,0,0.671383582808208,0.5649748
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,1,0,0,0,0,0,0.43951955559965006,0.56076694
500.0,0.0,0.0,0.0,0.0,500.0,,0.0,0,1,0,0,0,0,0.6165007629828861,0.5650179
15000.0,0.0,1.0,0.0,0.0,16000.0,,0.0,0,0,0,0,1,0,0.21879798645780374,0.39809826
1000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,1,0,0,0,0,0.4991538499744042,0.56074655
8500.0,0.0,0.0,0.0,0.0,8500.0,,0.0,0,0,0,0,1,0,0.14811516255320312,0.482163
10000.0,0.0,0.0,0.0,0.0,10000.0,,0.0,1,0,0,0,0,0,0.1617277854288445,0.46647686
10000.0,0.0,0.0,1.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.5797180005547642,0.46646357
10000.0,0.0,1.0,0.0,0.0,150000.0,,0.0,0,0,0,0,0,1,0.24100138758984557,1.7562792e-05
500.0,0.0,0.0,0.0,0.0,500.0,,0.0,0,0,0,0,1,0,0.7627382113922084,0.5650125
1000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,0,0,0,0,1,0.4991538499744042,0.5607459
3000.0,0.0,0.0,1.0,0.0,3000.0,,0.0,0,0,0,0,0,1,0.5357207202893571,0.53990525
300000.0,0.0,1.0,0.0,0.0,300000.0,,0.0,0,0,0,0,0,1,0.2571319992794279,4.495425e-06
1000.0,0.0,0.0,0.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.610619422084379,0.5607493
1500.0,0.0,1.0,0.0,0.0,1500.0,,0.0,0,0,0,0,1,0,0.841744788672256,0.55554414
1000.0,0.0,0.0,0.0,0.0,6000.0,,0.0,0,0,0,0,0,1,0.584205722900674,0.46816593
5000.0,0.0,0.0,0.0,0.0,5000.0,,0.0,0,0,0,1,0,0,0.13893528864609947,0.5189182
8880.0,0.0,0.0,0.0,0.0,8880.0,,0.0,0,0,0,0,1,0,0.14811516255320312,0.47817993
2000.0,0.0,0.0,0.0,0.0,2850.0,,0.0,0,0,0,0,1,0,0.7686238605048608,0.5359474
10000.0,0.0,0.0,0.0,0.0,10000.0,,0.0,0,0,0,0,0,1,0.1617277854288445,0.4664722
2500.0,0.0,0.0,1.0,0.0,2500.0,,0.0,0,0,0,0,1,0,0.6734194365685409,0.5451175
1000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.689265438197354,0.5607321
2000.0,0.0,0.0,0.0,0.0,2000.0,,0.0,0,0,0,0,0,1,0.45866389323527007,0.5503428
8000.0,0.0,0.0,1.0,0.0,8000.0,,0.0,0,0,0,0,0,1,0.36017809021680186,0.48742658
5010.0,0.0,0.0,1.0,0.0,5010.0,,0.0,0,0,0,0,1,0,0.6810408410985379,0.5188049
10000.0,0.0,1.0,0.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.23557173313780141,0.46645907
1000.0,0.0,0.0,1.0,0.0,1000.0,,0.0,0,0,0,0,1,0,0.689265438197354,0.5607321
9000.0,0.0,0.0,0.0,0.0,9000.0,,0.0,0,0,0,0,0,1,0.09734588878170083,0.4769366
